_5_digit_ntd_id,_4_digit_ntd_id,agency,organization_type,mode,type_of_service,primary_uza_code,primary_uza_name,primary_uza_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,year,incident_number,incident_date,incident_time,event_type,safety_security,collision_with,property_damage,total_injuries,total_fatalities,number_of_transit_vehicles_involved,number_of_vehicles_involved,location_type,weather,lighting,road_configuration,path_condition,rail_grade_crossing_control,right_of_way_condition,intersection,vehicle_action,action_type,transit_y_n,fuel_type,vehicle_speed,non_rail_transit_vehicle_type,manufacturer,transit_vehicle_rider_fatalities,people_waiting_or_leaving_fatalities,transit_vehicle_operator_fatalities,transit_employee_fatalities,other_worker_fatalities,pedestrian_or_bicyclist_fatalities,pedestrian_in_crosswalk_fatalities,pedestrian_not_in_crosswalk_fatalities,pedestrian_crossing_tracks_fatalities,pedestrian_walking_along_tracks_fatalities,occupant_of_other_vehicle_fatalities,other_fatalities,suicide_fatalities,transit_vehicle_rider_injuries,people_waiting_or_leaveing_injuries,transit_vehicle_operator_injuries,transit_employee_injuries,other_worker_injuries,pedestrian_or_bicyclist_injuries,pederstiran_in_crosswalk_injuries,pedestrian_not_in_crosswalk_injuries,pedestrian_crossing_tracks_injuries,pedestrian_walking_along_tracks_injuries,occupant_of_other_vehicle_injuries,other_injuries,suicide_injuries,intentional_y_n,life_safety_y_n,evacuation_comment,evacuation_location,fire_type,fire_fuel,towed_y_n,other_event_type_description,manufacturer_description,self_evacuation_y_n
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2883093,2019-02-26T00:00:00.000,15:30:00,Non-Rail Collision,SFT,Motor Vehicle,6258,2,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Rear-ending,"Y,N",Diesel,25,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2878378,2019-02-04T00:00:00.000,14:59:00,Non-Rail Collision,SFT,Motor Vehicle,4511,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Other front impact,"Y,N",Diesel,25,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2876264,2019-02-15T00:00:00.000,07:29:00,Non-Rail Collision,SFT,Motor Vehicle,22000,2,0,1,2,Roadway: not a grade crossing or intersection,Cloudy,Daylight,Street,Wet,,Wet,,Going Straight,Rear-ending,"Y,N,N",Gasoline,30,Transit demand response vehicle,Dodge Division — Chrysler Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,N,N",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2876203,2019-02-04T00:00:00.000,12:30:00,Non-Rail Collision,SFT,Motor Vehicle,15000,5,0,1,2,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N,N",Compressed natural gas,0,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,"N,Y,Y",,",,",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2876247,2019-02-05T00:00:00.000,08:59:00,Non-Rail Collision,SFT,Motor Vehicle,10000,2,0,1,1,Roadway: intersection,Cloudy,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,No control device / indivisual / sign,Going Straight,Other front impact,"Y,N",Compressed natural gas,25,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2876366,2019-02-19T00:00:00.000,11:06:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20217,2217,"Hampton Jitney, Inc.",Private-For-Profit Corporation,CB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,1215,9908805,2019,2878448,2019-01-24T00:00:00.000,10:28:00,Non-Rail Collision,SFT,Motor Vehicle,10000,0,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Limited access highway,Dry,,Dry,,Going Straight,Side Impact,"Y,N",Diesel,55,Transit: over-the-road bus/coach,Prevost Car Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2906878,2019-03-05T00:00:00.000,12:10:00,Non-Rail Collision,SFT,Motor Vehicle,5781,3,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Rear-ended,"Y,N",Diesel,45,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2907135,2019-03-21T00:00:00.000,10:45:00,Non-Rail Collision,SFT,Motor Vehicle,2633,1,0,1,1,Roadway: intersection,Cloudy,Daylight,Intersection or grade crossing,Wet,Not applicable,Wet,Trafic Signal,Going Straight,Side Impact,"Y,N",Diesel,40,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2927925,2019-04-21T00:00:00.000,20:40:00,Non-Rail Collision,SFT,Motor Vehicle,15000,2,0,1,1,Roadway: intersection,Clear,Dark,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Sideswipe,"Y,N",Compressed natural gas,5,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2927926,2019-04-30T00:00:00.000,12:05:00,Non-Rail Collision,SFT,"Motor Vehicle,Motor Vehicle",20000,4,0,1,1,Bus Stop,"Cloudy,Cloudy","Daylight,Daylight","Street,Street","Dry,Dry",,"Dry,Dry",,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2938741,2019-04-08T00:00:00.000,14:45:00,Non-Rail Collision,SFT,Motor Vehicle,6849,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Leaving a stop,Other front impact,"Y,N",Diesel,15,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2938689,2019-03-01T00:00:00.000,05:59:00,Non-Rail Collision,SFT,Motor Vehicle,4710,3,0,1,2,Roadway: not a grade crossing or intersection,Snowing / sleeting,Twilight,Street,Snow / slush,,Snow / slush,,Going Straight,Other front impact,"Y,N,N",Diesel,30,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,"N,N,Y",,",,",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2938713,2019-03-31T00:00:00.000,08:00:00,Non-Rail Collision,SFT,Motor Vehicle,3698,2,0,1,1,Roadway: grade crossing,Clear,Daylight,Intersection or grade crossing,Dry,Active devices: crossing gates,Dry,Not applicable,Stopped,Rear-ended,"Y,N",Diesel,0,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20217,2217,"Hampton Jitney, Inc.",Private-For-Profit Corporation,CB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,1215,9908805,2019,2953617,2019-05-11T00:00:00.000,17:15:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Parked,Rear-ended,"Y,N",Diesel,0,Transit: over-the-road bus/coach,Prevost Car Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,2988815,2019-06-04T00:00:00.000,13:50:00,Non-Rail Collision,SFT,Motor Vehicle,2346,2,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2990359,2019-07-02T00:00:00.000,19:38:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,No control device / indivisual / sign,Going Straight,Other front impact,"Y,N",Compressed natural gas,23,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2990360,2019-07-24T00:00:00.000,09:51:00,Non-Rail Collision,SFT,Motor Vehicle,12000,2,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Other front impact,"Y,N",Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,2997346,2019-08-09T00:00:00.000,17:00:00,Non-Rail Collision,SFT,Motor Vehicle,5000,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Stopped,Rear-ended,"Y,N",Diesel,0,Transit demand response vehicle,Ford Motor Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3006477,2019-07-06T00:00:00.000,09:10:00,Non-Rail Collision,SFT,Motor Vehicle,19883,1,0,1,2,Roadway: grade crossing,Cloudy,Daylight,Intersection or grade crossing,Dry,Passive devices: cross bucks,Dry,Not applicable,Stopped,Rear-ended,"Y,N,N",Diesel,0,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y,N",,",,",
20217,2217,"Hampton Jitney, Inc.",Private-For-Profit Corporation,CB,DO,1,"New York-Newark, NY-NJ-CT",3450,18351295,1215,9908805,2019,3007705,2019-08-10T00:00:00.000,05:50:00,Non-Rail Collision,SFT,Motor Vehicle,40000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Side Impact,"Y,N",Diesel,40,Transit: over-the-road bus/coach,Prevost Car Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3011212,2019-09-19T00:00:00.000,16:15:00,Non-Rail Collision,SFT,Person,7000,1,0,1,0,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Side Impact,Y,Diesel,10,Transit demand response vehicle,Ford Motor Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3011211,2019-09-11T00:00:00.000,17:55:00,Non-Rail Collision,SFT,Fixed Object,10000,5,0,1,0,Revenue facility: terminal center,Clear,Daylight,Private property,Dry,,Dry,,Going Straight,Head-On,Y,Compressed natural gas,5,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3011213,2019-09-23T00:00:00.000,11:32:00,Non-Rail Collision,SFT,Motor Vehicle,11000,3,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3011214,2019-09-23T00:00:00.000,17:54:00,Non-Rail Collision,SFT,Motor Vehicle,6000,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Sideswipe,"Y,N",Compressed natural gas,30,Transit: bus - articulated,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3011215,2019-09-28T00:00:00.000,10:26:00,Non-Rail Collision,SFT,Motor Vehicle,22000,7,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Side Impact,"Y,N",Compressed natural gas,10,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,"N,Y",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3011216,2019-09-29T00:00:00.000,12:07:00,Non-Rail Collision,SFT,Motor Vehicle,4000,1,0,1,1,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Other rear impact,"Y,N",Compressed natural gas,5,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3034726,2019-09-13T00:00:00.000,13:35:00,Non-Rail Collision,SFT,Motor Vehicle,6387,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Diesel,0,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3034727,2019-09-25T00:00:00.000,08:22:00,Non-Rail Collision,SFT,Motor Vehicle,7952,1,0,1,1,Roadway: intersection,Clear,Sun in eyes of other vehicle operator,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Rear-ending,"Y,N",Diesel,20,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"Y,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3034750,2019-10-04T00:00:00.000,19:45:00,Non-Rail Collision,SFT,Motor Vehicle,11213,1,0,1,1,Roadway: intersection,Clear,Dark,Intersection or grade crossing,Dry,Not applicable,Dry,No control device / indivisual / sign,Making a left turn,Other front impact,"Y,N",Diesel,25,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3023300,2019-10-10T00:00:00.000,09:48:00,Non-Rail Collision,SFT,Motor Vehicle,10000,2,0,1,1,Other,Clear,Daylight,Private property,Dry,,Dry,,Stopped,Other rear impact,"Y,N",Diesel,0,Transit demand response vehicle,Ford Motor Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3023279,2019-11-03T00:00:00.000,15:07:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Roadway: intersection,Cloudy,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Going Straight,Side Impact,Y,Compressed natural gas,25,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,N,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3051413,2019-11-08T00:00:00.000,16:14:00,Non-Rail Collision,SFT,Motor Vehicle,9631,2,0,1,1,Roadway: intersection,Clear,Twilight,Intersection or grade crossing,Dry,Not applicable,Dry,Stop sign,Going Straight,Other front impact,"Y,N",Diesel,15,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3051382,2019-10-30T00:00:00.000,18:20:00,Non-Rail Collision,SFT,Motor Vehicle,7851,1,0,1,2,Roadway: not a grade crossing or intersection,Raining,Dark,Street,Wet,,Wet,,Going Straight,Rear-ended,"Y,N,N",Diesel,30,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N,Y",,",,",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3051410,2019-11-04T00:00:00.000,10:25:00,Non-Rail Collision,SFT,Motor Vehicle,9982,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Dry,,Dry,,Going Straight,Side Impact,"Y,N",Diesel,45,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3048467,2019-11-03T00:00:00.000,19:50:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Bus Stop,Clear,Dark,Street,Dry,,Dry,,Leaving a stop,Side Impact,Y,Compressed natural gas,4,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,N,,,
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3052087,2019-11-26T00:00:00.000,08:13:00,Non-Rail Collision,SFT,Motor Vehicle,10000,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20206,2206,County of Nassau,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,285,1339532,2019,3052088,2019-11-28T00:00:00.000,12:24:00,Non-Rail Collision,SFT,Motor Vehicle,7000,1,0,1,1,Bus Stop,Clear,Daylight,Street,Dry,,Dry,,Stopped,Rear-ended,"Y,N",Compressed natural gas,0,Transit: bus,Flyer Industries Ltd (aka New Flyer Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3101809,2019-11-14T00:00:00.000,11:15:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Roadway: intersection,Clear,Daylight,Intersection or grade crossing,Dry,Not applicable,Dry,Trafic Signal,Making a left turn,Side Impact,Y,Diesel,10,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,N,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3101847,2019-11-05T00:00:00.000,11:15:00,Non-Rail Collision,SFT,Motor Vehicle,4800,0,1,1,1,Roadway: not a grade crossing or intersection,Cloudy,Daylight,Street,Dry,,Dry,,Going Straight,Other front impact,"Y,N",Diesel,30,Transit: bus,Orion Bus Industries Ltd. (formerly Ontario Bus Industries),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,Y",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3101851,2019-11-20T00:00:00.000,16:38:00,Non-Rail Collision,SFT,Person,0,1,0,1,0,Bus Stop,Cloudy,Dark,Street,Dry,,Dry,,Leaving a stop,Other front impact,Y,Diesel,20,Transit: bus,New Flyer of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,N,,,
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",MB,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3101854,2019-12-03T00:00:00.000,08:30:00,Non-Rail Collision,SFT,Motor Vehicle,3476,1,0,1,1,Roadway: not a grade crossing or intersection,Cloudy,Daylight,Street,Dry,,Dry,,Going Straight,Rear-ended,"Y,N",Diesel,15,Transit: bus,Arboc Mobility LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,"N,N",,",",
20072,2072,Suffolk County,"City, County or Local Government Unit or Department of Transportation",DR,PT,1,"New York-Newark, NY-NJ-CT",3450,18351295,912,1481093,2019,3101938,2019-12-12T00:00:00.000,08:27:00,Non-Rail Collision,SFT,Motor Vehicle,6749,1,0,1,1,Roadway: not a grade crossing or intersection,Clear,Daylight,Street,Ice,,Ice,,Going Straight,Side Impact,"Y,N",Diesel,20,Transit demand response vehicle,Coach and Equipment Manufacturing Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"N,N",,",",
